地区,时间,温度,风向,风级,降水量,相对湿度,空气质量
成都,05h,25,东北风,0,0.0,84,56
成都,06h,24,东北风,0,0.0,86,57
成都,07h,24,北风,0,0.0,87,50
广州,09h,27,东南风,1,46.2,96,30
广州,10h,27,东南风,1,0.4,92,31
广州,11h,29,东北风,1,0.0,83,35
广州,12h,31,东南风,1,0.0,77,37
广州,13h,32,南风,1,0.0,64,43
广州,14h,34,东风,1,0.0,62,52
广州,15h,32,南风,2,0.0,67,47
广州,16h,29,南风,1,5.2,85,34
广州,17h,29,南风,1,0.0,74,24
广州,18h,29,南风,1,0.0,87,27
广州,19h,28,南风,1,0.4,91,31
广州,20h,27,西南风,0,0.4,93,33
广州,21h,27,东南风,1,0.3,94,33
广州,22h,27,东风,1,0.0,94,33
广州,23h,27,东南风,1,0.0,95,32
广州,00h,26,东南风,1,0.0,94,31
广州,01h,27,东风,1,0.0,98,36
广州,02h,27,东风,1,0.0,98,31
广州,03h,27,东风,0,0.0,91,28
广州,04h,27,东风,1,0.0,94,36
广州,05h,27,东风,1,0.0,96,35
广州,06h,27,东风,1,1.2,97,21
广州,07h,26,东南风,1,3.6,98,16
昆明,09h,18,东北风,1,0,78,21
昆明,10h,19,东风,1,0,71,22
昆明,11h,21,东南风,1,0.0,66,20
昆明,12h,22,东风,2,0.0,61,25
昆明,13h,22,东南风,3,0.0,63,28
昆明,14h,22,东风,2,0.0,65,29
昆明,15h,22,东南风,2,0.0,66,30
昆明,16h,22,东南风,2,0.0,66,30
昆明,17h,22,东南风,2,0.0,68,30
昆明,18h,22,东南风,2,0.0,68,34
昆明,19h,21,东南风,2,0.0,70,49
昆明,20h,21,东南风,2,0.0,74,34
昆明,21h,20,东风,2,0.0,75,39
昆明,22h,19,东南风,2,0.0,76,46
昆明,23h,20,东南风,2,0.0,78,47
昆明,00h,19,东南风,1,0.0,81,37
昆明,01h,19,东南风,1,0.0,82,33
昆明,02h,19,东南风,1,0.0,82,29
昆明,03h,18,东南风,1,0.0,83,26
昆明,04h,19,东南风,2,0.0,81,26
昆明,05h,19,东风,1,0.0,83,27
昆明,06h,18,东南风,2,0.0,83,28
昆明,07h,18,东风,2,0.0,83,28
南宁,09h,26,南风,0,0.1,98,18
南宁,10h,26,西南风,1,0.0,92,26
南宁,11h,27,西南风,1,0.0,89,24
南宁,12h,28,西南风,0,0.0,85,20
南宁,13h,28,南风,0,0.0,84,35
南宁,14h,29,东南风,0,0.0,86,31
南宁,15h,28,东风,1,0.0,81,30
南宁,16h,29,东南风,1,0.0,82,33
南宁,17h,29,东风,1,0.0,83,41
南宁,18h,29,东风,2,0.0,84,43
南宁,19h,28,东南风,2,0.0,88,41
南宁,20h,28,东南风,2,0.0,89,40
南宁,21h,27,东南风,1,0.0,92,33
南宁,22h,27,东南风,2,0.0,91,30
南宁,23h,27,东南风,1,0.0,93,25
南宁,00h,26,东南风,0,0.0,98,23
南宁,01h,26,东南风,1,0.0,98,24
南宁,02h,26,东风,1,0.0,99,24
南宁,03h,26,东南风,2,0.0,99,23
南宁,04h,25,东风,1,0.0,99,24
南宁,05h,25,东南风,2,0.0,99,25
南宁,06h,25,东南风,1,0.0,99,28
南宁,07h,25,东风,2,0.0,99,25
海口,09h,30,南风,2,0,77,31
海口,10h,32,西风,2,0,67,36
海口,11h,33,南风,2,0.0,68,39
海口,12h,34,西南风,2,0.0,64,45
海口,13h,34,西南风,2,0.0,57,38
海口,14h,34,南风,2,0.0,62,25
海口,15h,32,南风,3,6.9,69,28
海口,16h,28,东风,2,1.0,80,26
海口,17h,29,东风,2,0.0,76,15
海口,18h,26,南风,1,5.4,92,23
海口,19h,25,东北风,2,10.7,95,18
海口,20h,25,东南风,1,1.2,95,16
海口,21h,26,东南风,2,0.2,95,22
海口,22h,25,东南风,0,0.0,95,19
海口,23h,26,东南风,2,0.0,95,15
海口,00h,26,南风,2,0.0,91,15
海口,01h,26,南风,1,0.0,91,15
海口,02h,26,南风,1,0.0,89,13
海口,03h,26,东南风,2,0.0,91,12
海口,04h,26,东南风,1,0.0,91,17
海口,05h,26,东南风,2,0.0,92,16
海口,06h,26,东南风,2,0.0,92,19
海口,07h,26,东南风,2,0.0,93,19
