地区,日期,最高温度,最低温度
哈尔滨,2017年03月28日,10,-1
哈尔滨,2017年03月29日,9,-2
哈尔滨,2017年03月30日,10,-5
哈尔滨,2017年03月31日,9,-5
哈尔滨,2017年04月01日,10,0
哈尔滨,2017年04月02日,14,0
哈尔滨,2017年04月03日,19,7
哈尔滨,2017年04月04日,22,11
哈尔滨,2017年04月05日,24,8
哈尔滨,2017年04月06日,15,1
哈尔滨,2017年04月07日,14,3
哈尔滨,2017年04月08日,12,-2
哈尔滨,2017年04月09日,14,3
哈尔滨,2017年04月10日,19,-2
哈尔滨,2017年04月11日,8,-4
哈尔滨,2017年04月12日,5,-3
哈尔滨,2017年04月13日,18,4
哈尔滨,2017年04月14日,22,8
哈尔滨,2017年04月15日,22,2
哈尔滨,2017年04月16日,15,4
哈尔滨,2017年04月17日,13,1
哈尔滨,2017年04月18日,9,1
哈尔滨,2017年04月19日,13,1
哈尔滨,2017年04月20日,14,0
哈尔滨,2017年04月21日,14,4
哈尔滨,2017年04月22日,21,5
哈尔滨,2017年04月23日,15,4
哈尔滨,2017年04月24日,14,2
哈尔滨,2017年04月25日,12,2
哈尔滨,2017年04月26日,13,2
哈尔滨,2017年04月27日,17,3
哈尔滨,2017年04月28日,17,5
哈尔滨,2017年04月29日,23,6
哈尔滨,2017年04月30日,16,3
哈尔滨,2017年05月01日,27,12
哈尔滨,2017年05月02日,28,17
哈尔滨,2017年05月03日,30,17
哈尔滨,2017年05月04日,23,7
哈尔滨,2017年05月05日,21,4
哈尔滨,2017年05月06日,9,4
哈尔滨,2017年05月07日,16,2
哈尔滨,2017年05月08日,22,12
哈尔滨,2017年05月09日,31,13
哈尔滨,2017年05月10日,27,13
哈尔滨,2017年05月11日,25,8
哈尔滨,2017年05月12日,16,6
哈尔滨,2017年05月13日,15,4
哈尔滨,2017年05月14日,13,3
哈尔滨,2017年05月15日,13,2
哈尔滨,2017年05月16日,26,14
哈尔滨,2017年05月17日,28,18
哈尔滨,2017年05月18日,32,20
哈尔滨,2017年05月19日,28,13
哈尔滨,2017年05月20日,24,10
哈尔滨,2017年05月21日,13,8
哈尔滨,2017年05月22日,15,6
哈尔滨,2017年05月23日,22,8
哈尔滨,2017年05月24日,19,7
哈尔滨,2017年05月25日,20,6
哈尔滨,2017年05月26日,24,10
哈尔滨,2017年05月27日,26,14
哈尔滨,2017年05月28日,25,10
哈尔滨,2017年05月29日,25,10
哈尔滨,2017年05月30日,23,11
哈尔滨,2017年05月31日,20,8
哈尔滨,2017年06月01日,18,9
哈尔滨,2017年06月02日,18,9
哈尔滨,2017年06月03日,18,9
哈尔滨,2017年06月04日,20,10
哈尔滨,2017年06月05日,27,15
哈尔滨,2017年06月06日,26,14
哈尔滨,2017年06月07日,22,13
哈尔滨,2017年06月08日,24,10
哈尔滨,2017年06月09日,18,9
哈尔滨,2017年06月10日,17,10
哈尔滨,2017年06月11日,21,10
哈尔滨,2017年06月12日,23,13
哈尔滨,2017年06月13日,29,18
哈尔滨,2017年06月14日,30,16
哈尔滨,2017年06月15日,28,16
哈尔滨,2017年06月16日,30,21
哈尔滨,2017年06月17日,28,19
哈尔滨,2017年06月18日,27,18
哈尔滨,2017年06月19日,28,17
哈尔滨,2017年06月20日,25,16
哈尔滨,2017年06月21日,25,17
哈尔滨,2017年06月22日,28,17
哈尔滨,2017年06月23日,31,20
哈尔滨,2017年06月24日,32,19
哈尔滨,2017年06月25日,29,17
哈尔滨,2017年06月26日,30,20
哈尔滨,2017年06月27日,33,22
哈尔滨,2017年06月28日,32,25
哈尔滨,2017年06月29日,33,23
哈尔滨,2017年06月30日,29,21
哈尔滨,2017年07月01日,29,20
哈尔滨,2017年07月02日,28,20
哈尔滨,2017年07月03日,30,19
哈尔滨,2017年07月04日,33,21
哈尔滨,2017年07月05日,34,22
哈尔滨,2017年07月06日,35,22
哈尔滨,2017年07月07日,35,23
哈尔滨,2017年07月08日,32,23
哈尔滨,2017年07月09日,30,23
哈尔滨,2017年07月10日,31,22
哈尔滨,2017年07月11日,31,21
哈尔滨,2017年07月12日,32,24
哈尔滨,2017年07月13日,30,22
哈尔滨,2017年07月14日,32,20
哈尔滨,2017年07月15日,32,20
哈尔滨,2017年07月16日,32,22
哈尔滨,2017年07月17日,30,22
哈尔滨,2017年07月18日,33,22
哈尔滨,2017年07月19日,29,19
哈尔滨,2017年07月20日,26,17
哈尔滨,2017年07月21日,29,18
哈尔滨,2017年07月22日,30,20
哈尔滨,2017年07月23日,31,19
哈尔滨,2017年07月24日,26,14
哈尔滨,2017年07月25日,26,16
哈尔滨,2017年07月26日,27,18
哈尔滨,2017年07月27日,24,16
哈尔滨,2017年07月28日,28,16
哈尔滨,2017年07月29日,28,18
哈尔滨,2017年07月30日,29,20
哈尔滨,2017年07月31日,30,21
哈尔滨,2017年08月01日,27,23
哈尔滨,2017年08月02日,27,21
哈尔滨,2017年08月03日,26,23
哈尔滨,2017年08月04日,26,19
哈尔滨,2017年08月05日,30,22
哈尔滨,2017年08月06日,28,22
哈尔滨,2017年08月07日,26,20
哈尔滨,2017年08月08日,26,19
哈尔滨,2017年08月09日,28,20
哈尔滨,2017年08月10日,28,20
哈尔滨,2017年08月11日,25,20
哈尔滨,2017年08月12日,29,21
哈尔滨,2017年08月13日,28,20
哈尔滨,2017年08月14日,29,20
哈尔滨,2017年08月15日,28,20
哈尔滨,2017年08月16日,28,19
哈尔滨,2017年08月17日,28,18
哈尔滨,2017年08月18日,28,18
哈尔滨,2017年08月19日,30,20
哈尔滨,2017年08月20日,29,21
哈尔滨,2017年08月21日,28,20
哈尔滨,2017年08月22日,29,17
哈尔滨,2017年08月23日,23,16
哈尔滨,2017年08月24日,24,15
哈尔滨,2017年08月25日,20,14
哈尔滨,2017年08月26日,23,15
哈尔滨,2017年08月27日,28,15
哈尔滨,2017年08月28日,20,8
哈尔滨,2017年08月29日,18,8
哈尔滨,2017年08月30日,18,11
哈尔滨,2017年08月31日,21,12
哈尔滨,2017年09月01日,23,11
哈尔滨,2017年09月02日,23,11
哈尔滨,2017年09月03日,26,16
哈尔滨,2017年09月04日,25,18
哈尔滨,2017年09月05日,22,14
哈尔滨,2017年09月06日,26,13
哈尔滨,2017年09月07日,27,13
哈尔滨,2017年09月08日,19,8
哈尔滨,2017年09月09日,21,10
哈尔滨,2017年09月10日,22,13
哈尔滨,2017年09月11日,19,6
哈尔滨,2017年09月12日,17,6
哈尔滨,2017年09月13日,19,8
哈尔滨,2017年09月14日,19,7
哈尔滨,2017年09月15日,20,12
哈尔滨,2017年09月16日,21,14
哈尔滨,2017年09月17日,21,11
哈尔滨,2017年09月18日,21,12
哈尔滨,2017年09月19日,21,10
哈尔滨,2017年09月20日,22,12
哈尔滨,2017年09月21日,24,16
哈尔滨,2017年09月22日,22,9
哈尔滨,2017年09月23日,23,14
哈尔滨,2017年09月24日,21,9
哈尔滨,2017年09月25日,22,14
哈尔滨,2017年09月26日,18,5
哈尔滨,2017年09月27日,14,3
哈尔滨,2017年09月28日,12,2
哈尔滨,2017年09月29日,12,3
哈尔滨,2017年09月30日,15,8
哈尔滨,2017年10月01日,15,3
哈尔滨,2017年10月02日,11,0
哈尔滨,2017年10月03日,10,0
哈尔滨,2017年10月04日,13,5
哈尔滨,2017年10月05日,20,10
哈尔滨,2017年10月06日,21,12
哈尔滨,2017年10月07日,18,10
哈尔滨,2017年10月08日,15,5
哈尔滨,2017年10月09日,11,1
哈尔滨,2017年10月10日,11,1
哈尔滨,2017年10月11日,8,-2
哈尔滨,2017年10月12日,10,1
哈尔滨,2017年10月13日,11,0
哈尔滨,2017年10月14日,10,-2
哈尔滨,2017年10月15日,10,0
哈尔滨,2017年10月16日,11,-2
哈尔滨,2017年10月17日,8,-3
哈尔滨,2017年10月18日,11,3
哈尔滨,2017年10月19日,12,-1
哈尔滨,2017年10月20日,14,-1
哈尔滨,2017年10月21日,4,-5
哈尔滨,2017年10月22日,7,-6
哈尔滨,2017年10月23日,8,-2
哈尔滨,2017年10月24日,13,0
哈尔滨,2017年10月25日,11,0
哈尔滨,2017年10月26日,15,5
哈尔滨,2017年10月27日,17,9
哈尔滨,2017年10月28日,14,-3
哈尔滨,2017年10月29日,6,-3
哈尔滨,2017年10月30日,9,-1
哈尔滨,2017年10月31日,11,1
哈尔滨,2017年11月01日,9,-4
哈尔滨,2017年11月02日,7,-5
哈尔滨,2017年11月03日,3,-5
哈尔滨,2017年11月04日,6,-1
哈尔滨,2017年11月05日,12,2
哈尔滨,2017年11月06日,12,0
哈尔滨,2017年11月07日,6,-5
哈尔滨,2017年11月08日,4,-6
哈尔滨,2017年11月09日,6,-1
哈尔滨,2017年11月10日,5,-5
哈尔滨,2017年11月11日,1,-8
哈尔滨,2017年11月12日,5,-2
哈尔滨,2017年11月13日,3,-6
哈尔滨,2017年11月14日,-1,-9
哈尔滨,2017年11月15日,-5,-10
哈尔滨,2017年11月16日,-6,-10
哈尔滨,2017年11月17日,-3,-16
哈尔滨,2017年11月18日,-9,-19
哈尔滨,2017年11月19日,-9,-18
哈尔滨,2017年11月20日,-5,-13
哈尔滨,2017年11月21日,4,-11
哈尔滨,2017年11月22日,-3,-16
哈尔滨,2017年11月23日,-8,-20
哈尔滨,2017年11月24日,-8,-20
哈尔滨,2017年11月25日,-8,-23
哈尔滨,2017年11月26日,-8,-15
哈尔滨,2017年11月27日,1,-11
哈尔滨,2017年11月28日,-2,-18
哈尔滨,2017年11月29日,-11,-23
哈尔滨,2017年11月30日,-11,-22
哈尔滨,2017年12月01日,-11,-18
哈尔滨,2017年12月02日,-8,-19
哈尔滨,2017年12月03日,-10,-21
哈尔滨,2017年12月04日,-10,-23
哈尔滨,2017年12月05日,-14,-24
哈尔滨,2017年12月06日,-12,-22
哈尔滨,2017年12月07日,-12,-22
哈尔滨,2017年12月08日,-10,-20
哈尔滨,2017年12月09日,-7,-20
哈尔滨,2017年12月10日,-13,-22
哈尔滨,2017年12月11日,-17,-24
哈尔滨,2017年12月12日,-16,-25
哈尔滨,2017年12月13日,-16,-25
哈尔滨,2017年12月14日,-13,-22
哈尔滨,2017年12月15日,-13,-23
哈尔滨,2017年12月16日,-16,-23
哈尔滨,2017年12月17日,-12,-19
哈尔滨,2017年12月18日,-13,-24
哈尔滨,2017年12月19日,-13,-23
哈尔滨,2017年12月20日,-10,-21
哈尔滨,2017年12月21日,-4,-12
哈尔滨,2017年12月22日,-3,-13
哈尔滨,2017年12月23日,-6,-17
哈尔滨,2017年12月24日,-9,-21
哈尔滨,2017年12月25日,-11,-23
哈尔滨,2017年12月26日,-18,-24
哈尔滨,2017年12月27日,-14,-24
哈尔滨,2017年12月28日,-13,-23
哈尔滨,2017年12月29日,-14,-21
哈尔滨,2017年12月30日,-12,-17
哈尔滨,2017年12月31日,-12,-20
哈尔滨,2018年01月01日,-12,-23
哈尔滨,2018年01月01日,-12,-23
哈尔滨,2018年01月02日,-12,-23
哈尔滨,2018年01月03日,-12,-20
哈尔滨,2018年01月04日,-10,-20
哈尔滨,2018年01月05日,-10,-21
哈尔滨,2018年01月06日,-8,-20
哈尔滨,2018年01月07日,-6,-15
哈尔滨,2018年01月08日,-8,-18
哈尔滨,2018年01月09日,-16,-24
哈尔滨,2018年01月10日,-18,-28
哈尔滨,2018年01月11日,-19,-30
哈尔滨,2018年01月12日,-16,-29
哈尔滨,2018年01月13日,-12,-24
哈尔滨,2018年01月14日,-4,-20
哈尔滨,2018年01月15日,-12,-22
哈尔滨,2018年01月16日,-10,-21
哈尔滨,2018年01月17日,-8,-21
哈尔滨,2018年01月18日,-12,-21
哈尔滨,2018年01月19日,-9,-25
哈尔滨,2018年01月20日,-16,-29
哈尔滨,2018年01月21日,-19,-31
哈尔滨,2018年01月22日,-21,-33
哈尔滨,2018年01月23日,-24,-35
哈尔滨,2018年01月24日,-24,-35
哈尔滨,2018年01月25日,-22,-32
哈尔滨,2018年01月26日,-20,-31
哈尔滨,2018年01月27日,-18,-28
哈尔滨,2018年01月28日,-18,-28
哈尔滨,2018年01月29日,-16,-25
哈尔滨,2018年01月30日,-16,-29
哈尔滨,2018年01月31日,-13,-25
哈尔滨,2018年02月01日,-11,-23
哈尔滨,2018年02月02日,-11,-25
哈尔滨,2018年02月03日,-13,-27
哈尔滨,2018年02月04日,-16,-30
哈尔滨,2018年02月05日,-17,-28
哈尔滨,2018年02月06日,-15,-28
哈尔滨,2018年02月07日,-14,-25
哈尔滨,2018年02月08日,-10,-19
哈尔滨,2018年02月09日,-2,-23
哈尔滨,2018年02月10日,-14,-26
哈尔滨,2018年02月11日,-14,-25
哈尔滨,2018年02月12日,-13,-23
哈尔滨,2018年02月13日,-11,-22
哈尔滨,2018年02月14日,-8,-22
哈尔滨,2018年02月15日,-7,-17
哈尔滨,2018年02月16日,-10,-22
哈尔滨,2018年02月17日,-10,-22
哈尔滨,2018年02月18日,-8,-18
哈尔滨,2018年02月19日,-8,-21
哈尔滨,2018年02月20日,-7,-20
哈尔滨,2018年02月21日,-5,-17
哈尔滨,2018年02月22日,-8,-20
哈尔滨,2018年02月23日,-8,-21
哈尔滨,2018年02月24日,-7,-20
哈尔滨,2018年02月25日,-6,-17
哈尔滨,2018年02月26日,-5,-16
哈尔滨,2018年02月27日,-5,-16
哈尔滨,2018年02月28日,-3,-11
哈尔滨,2018年03月01日,-8,-20
哈尔滨,2018年03月02日,-6,-16
哈尔滨,2018年03月03日,-5,-15
哈尔滨,2018年03月04日,-7,-20
哈尔滨,2018年03月05日,-8,-19
哈尔滨,2018年03月06日,-7,-22
哈尔滨,2018年03月07日,-10,-21
哈尔滨,2018年03月08日,-9,-24
哈尔滨,2018年03月09日,-8,-15
哈尔滨,2018年03月10日,-7,-24
哈尔滨,2018年03月11日,-5,-15
哈尔滨,2018年03月12日,5,-5
哈尔滨,2018年03月13日,4,-7
哈尔滨,2018年03月14日,3,-11
哈尔滨,2018年03月15日,-3,-17
哈尔滨,2018年03月16日,1,-9
哈尔滨,2018年03月17日,6,-4
哈尔滨,2018年03月18日,8,-9
哈尔滨,2018年03月19日,-1,-14
哈尔滨,2018年03月20日,1,-8
哈尔滨,2018年03月21日,6,-6
哈尔滨,2018年03月22日,11,-2
哈尔滨,2018年03月23日,12,-2
哈尔滨,2018年03月24日,14,1
哈尔滨,2018年03月25日,17,0
哈尔滨,2018年03月26日,20,4
哈尔滨,2018年03月27日,21,4
哈尔滨,2018年03月28日,13,-1
哈尔滨,2018年03月29日,10,-1
哈尔滨,2018年03月30日,14,2
哈尔滨,2018年03月31日,10,0
哈尔滨,2018年04月01日,18,5
哈尔滨,2018年04月02日,14,-3
哈尔滨,2018年04月03日,7,-4
哈尔滨,2018年04月04日,5,-5
哈尔滨,2018年04月05日,5,-6
哈尔滨,2018年04月06日,6,-5
哈尔滨,2018年04月07日,7,-3
哈尔滨,2018年04月08日,7,-4
哈尔滨,2018年04月09日,12,2
哈尔滨,2018年04月10日,8,2
哈尔滨,2018年04月11日,10,1
哈尔滨,2018年04月12日,9,-1
哈尔滨,2018年04月13日,14,4
哈尔滨,2018年04月14日,9,0
哈尔滨,2018年04月15日,12,-2
哈尔滨,2018年04月16日,18,9
哈尔滨,2018年04月17日,20,3
哈尔滨,2018年04月18日,19,7
哈尔滨,2018年04月19日,21,9
哈尔滨,2018年04月20日,18,7
哈尔滨,2018年04月21日,12,2
哈尔滨,2018年04月22日,17,1
哈尔滨,2018年04月23日,18,3
哈尔滨,2018年04月24日,21,8
哈尔滨,2018年04月25日,26,11
哈尔滨,2018年04月26日,15,0
哈尔滨,2018年04月27日,21,11
哈尔滨,2018年04月28日,22,9
哈尔滨,2018年04月29日,19,4
哈尔滨,2018年04月30日,19,3
哈尔滨,2018年05月01日,19,4
哈尔滨,2018年05月02日,17,3
哈尔滨,2018年05月03日,17,5
哈尔滨,2018年05月04日,14,3
哈尔滨,2018年05月05日,21,6
哈尔滨,2018年05月06日,21,4
哈尔滨,2018年05月07日,18,5
哈尔滨,2018年05月08日,16,3
哈尔滨,2018年05月09日,21,8
哈尔滨,2018年05月10日,22,7
哈尔滨,2018年05月11日,25,12
哈尔滨,2018年05月12日,22,11
哈尔滨,2018年05月13日,24,15
哈尔滨,2018年05月14日,29,14
哈尔滨,2018年05月15日,26,18
哈尔滨,2018年05月16日,22,9
哈尔滨,2018年05月17日,23,10
哈尔滨,2018年05月18日,25,11
哈尔滨,2018年05月19日,27,16
哈尔滨,2018年05月20日,27,16
哈尔滨,2018年05月21日,29,18
哈尔滨,2018年05月22日,26,9
哈尔滨,2018年05月23日,19,7
哈尔滨,2018年05月24日,23,9
哈尔滨,2018年05月25日,23,8
哈尔滨,2018年05月26日,24,9
哈尔滨,2018年05月27日,17,10
哈尔滨,2018年05月28日,23,13
哈尔滨,2018年05月29日,22,11
哈尔滨,2018年05月30日,26,16
哈尔滨,2018年05月31日,31,15
哈尔滨,2018年06月01日,33,20
哈尔滨,2018年06月02日,34,21
哈尔滨,2018年06月03日,31,20
哈尔滨,2018年06月04日,28,19
哈尔滨,2018年06月05日,25,15
哈尔滨,2018年06月06日,28,16
哈尔滨,2018年06月07日,26,14
哈尔滨,2018年06月08日,24,13
哈尔滨,2018年06月09日,26,14
哈尔滨,2018年06月10日,26,15
哈尔滨,2018年06月11日,25,15
哈尔滨,2018年06月12日,26,15
哈尔滨,2018年06月13日,27,16
哈尔滨,2018年06月14日,24,16
哈尔滨,2018年06月15日,25,17
哈尔滨,2018年06月16日,24,15
哈尔滨,2018年06月17日,28,17
哈尔滨,2018年06月18日,24,16
哈尔滨,2018年06月19日,24,14
哈尔滨,2018年06月20日,22,14
哈尔滨,2018年06月21日,25,16
哈尔滨,2018年06月22日,31,18
哈尔滨,2018年06月23日,28,14
哈尔滨,2018年06月24日,26,17
哈尔滨,2018年06月25日,25,17
哈尔滨,2018年06月26日,27,18
哈尔滨,2018年06月27日,24,16
哈尔滨,2018年06月28日,27,17
哈尔滨,2018年06月29日,29,18
哈尔滨,2018年06月30日,28,20
哈尔滨,2018年07月01日,30,21
哈尔滨,2018年07月02日,31,20
哈尔滨,2018年07月03日,29,20
哈尔滨,2018年07月04日,26,19
哈尔滨,2018年07月05日,24,17
哈尔滨,2018年07月06日,27,17
哈尔滨,2018年07月07日,27,17
哈尔滨,2018年07月07日,27,17
哈尔滨,2018年07月08日,23,18
哈尔滨,2018年07月09日,26,19
哈尔滨,2018年07月10日,29,20
哈尔滨,2018年07月11日,32,20
哈尔滨,2018年07月12日,29,22
哈尔滨,2018年07月13日,29,22
哈尔滨,2018年07月14日,30,23
哈尔滨,2018年07月15日,31,19
哈尔滨,2018年07月16日,31,23
哈尔滨,2018年07月17日,31,23
哈尔滨,2018年07月18日,29,23
哈尔滨,2018年07月19日,31,24
哈尔滨,2018年07月20日,29,24
哈尔滨,2018年07月21日,30,25
哈尔滨,2018年07月22日,32,25
哈尔滨,2018年07月23日,32,24
哈尔滨,2018年07月24日,31,25
哈尔滨,2018年07月25日,28,21
哈尔滨,2018年07月26日,27,20
哈尔滨,2018年07月27日,29,20
哈尔滨,2018年07月28日,31,20
哈尔滨,2018年07月29日,31,23
哈尔滨,2018年07月30日,33,25
哈尔滨,2018年07月31日,29,18
哈尔滨,2018年08月01日,28,18
哈尔滨,2018年08月02日,28,20
哈尔滨,2018年08月03日,33,20
哈尔滨,2018年08月04日,25,18
哈尔滨,2018年08月05日,25,15
哈尔滨,2018年08月06日,26,17
哈尔滨,2018年08月07日,27,18
哈尔滨,2018年08月08日,28,19
哈尔滨,2018年08月09日,28,17
哈尔滨,2018年08月10日,26,17
哈尔滨,2018年08月11日,25,17
哈尔滨,2018年08月12日,26,17
哈尔滨,2018年08月13日,24,17
哈尔滨,2018年08月14日,25,17
哈尔滨,2018年08月15日,25,15
哈尔滨,2018年08月16日,25,14
哈尔滨,2018年08月17日,25,17
哈尔滨,2018年08月18日,27,17
哈尔滨,2018年08月19日,29,18
哈尔滨,2018年08月20日,29,17
哈尔滨,2018年08月21日,24,17
哈尔滨,2018年08月22日,26,15
哈尔滨,2018年08月23日,26,16
哈尔滨,2018年08月24日,23,19
哈尔滨,2018年08月25日,20,17
哈尔滨,2018年08月26日,22,17
哈尔滨,2018年08月27日,22,15
哈尔滨,2018年08月28日,23,18
哈尔滨,2018年08月29日,22,18
哈尔滨,2018年08月30日,23,17
哈尔滨,2018年08月31日,24,15
哈尔滨,2018年09月01日,26,16
哈尔滨,2018年09月02日,23,17
哈尔滨,2018年09月03日,23,17
哈尔滨,2018年09月04日,22,16
哈尔滨,2018年09月05日,20,14
哈尔滨,2018年09月06日,20,11
哈尔滨,2018年09月07日,19,8
哈尔滨,2018年09月08日,16,6
哈尔滨,2018年09月09日,18,10
哈尔滨,2018年09月10日,21,13
哈尔滨,2018年09月11日,25,15
哈尔滨,2018年09月12日,21,15
哈尔滨,2018年09月13日,23,11
哈尔滨,2018年09月14日,24,13
哈尔滨,2018年09月15日,18,10
哈尔滨,2018年09月16日,22,9
哈尔滨,2018年09月17日,23,7
哈尔滨,2018年09月18日,22,10
哈尔滨,2018年09月19日,24,10
哈尔滨,2018年09月20日,24,14
哈尔滨,2018年09月21日,19,9
哈尔滨,2018年09月22日,16,6
哈尔滨,2018年09月23日,15,7
哈尔滨,2018年09月24日,15,6
哈尔滨,2018年09月25日,20,6
哈尔滨,2018年09月26日,20,6
哈尔滨,2018年09月27日,21,8
哈尔滨,2018年09月28日,19,11
哈尔滨,2018年09月29日,18,10
哈尔滨,2018年09月30日,16,8
哈尔滨,2018年10月01日,16,7
哈尔滨,2018年10月02日,19,6
哈尔滨,2018年10月03日,19,7
哈尔滨,2018年10月04日,22,11
哈尔滨,2018年10月05日,22,9
哈尔滨,2018年10月06日,16,3
哈尔滨,2018年10月07日,14,3
哈尔滨,2018年10月08日,12,3
哈尔滨,2018年10月09日,12,2
哈尔滨,2018年10月10日,11,2
哈尔滨,2018年10月11日,13,1
哈尔滨,2018年10月12日,17,5
哈尔滨,2018年10月13日,19,7
哈尔滨,2018年10月14日,13,2
哈尔滨,2018年10月15日,10,0
哈尔滨,2018年10月16日,9,-2
哈尔滨,2018年10月17日,10,-2
哈尔滨,2018年10月18日,14,2
哈尔滨,2018年10月19日,16,3
哈尔滨,2018年10月20日,18,3
哈尔滨,2018年10月21日,16,7
哈尔滨,2018年10月22日,17,7
哈尔滨,2018年10月23日,14,0
哈尔滨,2018年10月24日,12,1
哈尔滨,2018年10月25日,13,7
哈尔滨,2018年10月26日,9,1
哈尔滨,2018年10月27日,5,-3
哈尔滨,2018年10月28日,3,-3
哈尔滨,2018年10月29日,2,-3
哈尔滨,2018年10月30日,6,-2
哈尔滨,2018年10月31日,7,-2
哈尔滨,2018年11月01日,12,0
哈尔滨,2018年11月02日,14,4
哈尔滨,2018年11月03日,13,0
哈尔滨,2018年11月04日,3,-7
哈尔滨,2018年11月05日,2,-7
哈尔滨,2018年11月06日,4,-6
哈尔滨,2018年11月07日,6,-5
哈尔滨,2018年11月08日,8,1
哈尔滨,2018年11月09日,2,-2
哈尔滨,2018年11月10日,4,-7
哈尔滨,2018年11月11日,4,-6
哈尔滨,2018年11月12日,3,-6
哈尔滨,2018年11月13日,3,-6
哈尔滨,2018年11月14日,5,-2
哈尔滨,2018年11月15日,2,-8
哈尔滨,2018年11月16日,-1,-9
哈尔滨,2018年11月17日,0,-11
哈尔滨,2018年11月18日,0,-10
哈尔滨,2018年11月19日,-3,-10
哈尔滨,2018年11月20日,-4,-11
哈尔滨,2018年11月21日,-3,-13
哈尔滨,2018年11月22日,-7,-13
哈尔滨,2018年11月23日,-4,-13
哈尔滨,2018年11月24日,0,-10
哈尔滨,2018年11月25日,2,-5
哈尔滨,2018年11月26日,7,-4
哈尔滨,2018年11月27日,-1,-10
哈尔滨,2018年11月28日,-5,-15
哈尔滨,2018年11月29日,-6,-15
哈尔滨,2018年11月30日,-3,-14
哈尔滨,2018年12月01日,2,-12
哈尔滨,2018年12月02日,7,1
哈尔滨,2018年12月03日,3,-12
哈尔滨,2018年12月04日,-9,-18
哈尔滨,2018年12月05日,-10,-20
哈尔滨,2018年12月06日,-13,-22
哈尔滨,2018年12月07日,-13,-22
哈尔滨,2018年12月08日,-14,-22
哈尔滨,2018年12月09日,-13,-22
哈尔滨,2018年12月10日,-10,-20
哈尔滨,2018年12月11日,-10,-19
哈尔滨,2018年12月12日,-9,-17
哈尔滨,2018年12月13日,-9,-19
哈尔滨,2018年12月14日,-9,-16
哈尔滨,2018年12月15日,-3,-14
哈尔滨,2018年12月16日,-2,-12
哈尔滨,2018年12月17日,-4,-14
哈尔滨,2018年12月18日,-6,-14
哈尔滨,2018年12月19日,-3,-13
哈尔滨,2018年12月20日,-2,-12
哈尔滨,2018年12月21日,-2,-10
哈尔滨,2018年12月22日,-2,-17
哈尔滨,2018年12月23日,-9,-20
哈尔滨,2018年12月24日,-9,-16
哈尔滨,2018年12月25日,-11,-25
哈尔滨,2018年12月26日,-17,-25
哈尔滨,2018年12月27日,-16,-23
哈尔滨,2018年12月28日,-15,-23
哈尔滨,2018年12月29日,-15,-22
哈尔滨,2018年12月30日,-12,-23
哈尔滨,2018年12月31日,-12,-22
哈尔滨,2019年01月01日,-12,-19
哈尔滨,2019年01月02日,-10,-19
哈尔滨,2019年01月03日,-10,-21
哈尔滨,2019年01月04日,-9,-21
哈尔滨,2019年01月05日,-11,-20
哈尔滨,2019年01月06日,-10,-21
哈尔滨,2019年01月07日,-9,-23
哈尔滨,2019年01月08日,-12,-19
哈尔滨,2019年01月09日,-6,-15
哈尔滨,2019年01月10日,-5,-17
哈尔滨,2019年01月11日,-4,-17
哈尔滨,2019年01月12日,-2,-13
哈尔滨,2019年01月13日,-6,-16
哈尔滨,2019年01月14日,-9,-18
哈尔滨,2019年01月15日,-13,-22
哈尔滨,2019年01月16日,-11,-24
哈尔滨,2019年01月17日,-15,-24
哈尔滨,2019年01月18日,-12,-23
哈尔滨,2019年01月19日,-9,-24
哈尔滨,2019年01月20日,-8,-18
哈尔滨,2019年01月21日,-7,-16
哈尔滨,2019年01月22日,-3,-17
哈尔滨,2019年01月23日,-8,-19
哈尔滨,2019年01月24日,-7,-16
哈尔滨,2019年01月25日,-7,-18
哈尔滨,2019年01月26日,-6,-17
哈尔滨,2019年01月27日,-2,-14
哈尔滨,2019年01月28日,-6,-15
哈尔滨,2019年01月29日,-1,-11
哈尔滨,2019年01月30日,-7,-19
哈尔滨,2019年01月31日,-7,-17
哈尔滨,2019年02月01日,-5,-18
哈尔滨,2019年02月02日,-3,-16
哈尔滨,2019年02月03日,-6,-21
哈尔滨,2019年02月04日,-12,-22
哈尔滨,2019年02月05日,-13,-23
哈尔滨,2019年02月06日,-15,-24
哈尔滨,2019年02月07日,-17,-24
哈尔滨,2019年02月08日,-12,-22
哈尔滨,2019年02月09日,-9,-22
哈尔滨,2019年02月10日,-8,-21
哈尔滨,2019年02月11日,-7,-21
哈尔滨,2019年02月12日,-9,-20
哈尔滨,2019年02月13日,-6,-18
哈尔滨,2019年02月14日,-5,-16
哈尔滨,2019年02月15日,-4,-18
哈尔滨,2019年02月16日,-3,-14
哈尔滨,2019年02月17日,-1,-11
哈尔滨,2019年02月18日,4,-8
哈尔滨,2019年02月19日,2,-7
哈尔滨,2019年02月20日,4,-9
哈尔滨,2019年02月21日,5,-10
哈尔滨,2019年02月22日,4,-7
哈尔滨,2019年02月23日,10,-6
哈尔滨,2019年02月24日,4,-7
哈尔滨,2019年02月25日,3,-9
哈尔滨,2019年02月26日,3,-9
哈尔滨,2019年02月27日,6,-5
哈尔滨,2019年02月28日,6,-7
哈尔滨,2019年03月01日,7,-6
哈尔滨,2019年03月02日,11,-5
哈尔滨,2019年03月03日,9,-7
哈尔滨,2019年03月04日,9,-3
