地区,时间,温度,风向,风级,降水量,相对湿度,空气质量
雄安新区,19,25,南风,1,0,50,
雄安新区,20,24,南风,1,0,54,
雄安新区,21,22,南风,1,0,61,
雄安新区,22,21,南风,1,0,64,
雄安新区,23,19,西风,1,0,73,
雄安新区,00,18,西北风,1,0,81,
雄安新区,01,17,西北风,1,0,81,
雄安新区,02,16,西北风,1,0,89,
雄安新区,03,16,西南风,1,0,86,
雄安新区,04,16,北风,1,0,88,
雄安新区,05,,,,,,
太原,06,10,东北风,1,0,97,60
太原,07,10,北风,1,0,99,59
太原,08,14,东风,1,0,88,65
太原,09,18,北风,2,0,55,64
太原,10,21,东南风,2,0,44,58
太原,11,23,东风,2,0,38,38
太原,12,24,东南风,1,0,31,30
太原,13,25,北风,1,0,33,29
太原,14,26,南风,2,0,28,32
太原,15,27,北风,2,0,22,33
太原,16,27,北风,2,0,22,34
太原,17,27,西北风,2,0,23,34
太原,18,25,北风,2,0,28,32
太原,19,20,北风,2,0,52,29
太原,20,16,西风,1,0,71,40
太原,21,15,西北风,2,0,70,49
太原,22,14,北风,1,0,86,53
太原,23,13,北风,2,0,90,56
太原,00,12,东北风,1,0,92,58
太原,01,11,东北风,1,0,94,62
太原,02,10,东风,1,0,96,63
太原,03,10,北风,1,0,97,61
太原,04,9,西南风,1,0,97,61
太原,05,,,,,,
大同,06,8,西北风,1,0,85,34
大同,07,10,西北风,2,0,77,34
大同,08,13,西北风,2,0,66,39
大同,09,15,西北风,2,0,60,31
大同,10,17,西北风,2,0,56,22
大同,11,18,北风,3,0,50,20
大同,12,20,北风,3,0,43,23
大同,13,21,北风,3,0,42,25
大同,14,21,北风,3,0,37,25
大同,15,21,北风,3,0,35,25
大同,16,21,北风,3,0,33,25
大同,17,20,西北风,3,0,37,25
大同,18,18,北风,2,0,45,22
大同,19,15,西北风,1,0,72,19
大同,20,12,北风,1,0,83,29
大同,21,10,西北风,1,0,89,38
大同,22,10,北风,1,0,88,44
大同,23,8,北风,0,0,91,55
大同,00,7,西北风,1,0,92,57
大同,01,6,北风,1,0,94,58
大同,02,6,北风,1,0,94,52
大同,03,5,北风,1,0,95,52
大同,04,4,西风,1,0,96,51
大同,05,,,,,,
阳泉,06,12,西北风,1,0,79,32
阳泉,07,13,西风,2,0,75,32
阳泉,08,17,西风,2,0,60,46
阳泉,09,20,西风,4,0,36,33
阳泉,10,21,西风,4,0,31,26
阳泉,11,22,西风,4,0,27,25
阳泉,12,23,西北风,4,0,25,29
阳泉,13,24,西北风,3,0,27,30
阳泉,14,25,西北风,4,0,23,31
阳泉,15,25,西北风,4,0,20,32
阳泉,16,25,西北风,4,0,23,33
阳泉,17,25,西北风,4,0,24,33
阳泉,18,24,西北风,2,0,29,32
阳泉,19,21,西北风,1,0,35,27
阳泉,20,18,西北风,2,0,51,30
阳泉,21,17,西北风,1,0,52,54
阳泉,22,17,西风,2,0,53,43
阳泉,23,15,西风,1,0,63,42
阳泉,00,14,西风,2,0,62,44
阳泉,01,13,西风,1,0,70,45
阳泉,02,12,西风,1,0,72,49
阳泉,03,12,西北风,1,0,76,52
阳泉,04,12,西北风,2,0,74,44
阳泉,05,,,,,,
晋中,06,9,东风,2,0,96,32
晋中,07,10,东风,2,0,91,33
晋中,08,13,东风,2,0,80,31
晋中,09,17,东南风,1,0,67,29
晋中,10,19,西南风,2,0,57,34
晋中,11,21,西南风,2,0,42,46
晋中,12,22,北风,2,0,32,29
晋中,13,23,西风,2,0,29,29
晋中,14,25,西北风,2,0,30,31
晋中,15,25,西风,2,0,29,34
晋中,16,26,西北风,2,0,21,35
晋中,17,26,西北风,3,0,22,33
晋中,18,25,西北风,2,0,24,33
晋中,19,22,西北风,2,0,28,30
晋中,20,18,北风,3,0,51,26
晋中,21,16,东北风,2,0,60,34
晋中,22,14,东风,1,0,69,50
晋中,23,13,东北风,2,0,73,48
晋中,00,12,东风,2,0,77,46
晋中,01,12,东风,2,0,75,51
晋中,02,11,东北风,2,0,80,48
晋中,03,11,东北风,2,0,80,46
晋中,04,9,东风,1,0,89,40
晋中,05,,,,,,
长治,06,14,东风,2,0,66,52
长治,07,15,东南风,1,0,68,56
长治,08,16,西风,1,0,67,58
长治,09,18,北风,2,0,53,58
长治,10,20,西北风,3,0,49,52
长治,11,22,西北风,5,0,37,50
长治,12,23,北风,5,0,33,44
长治,13,24,北风,5,0,32,34
长治,14,24,西北风,4,0,28,34
长治,15,25,西北风,3,0,28,38
长治,16,25,西北风,4,0,29,41
长治,17,23,西北风,3,0,34,39
长治,18,23,西北风,3,0,35,40
长治,19,22,西风,2,0,38,35
长治,20,20,西风,3,0,43,41
长治,21,19,西风,3,0,46,51
长治,22,18,西风,3,0,48,51
长治,23,19,西南风,2,0,43,43
长治,00,18,东风,2,0,48,43
长治,01,18,东南风,1,0,47,50
长治,02,19,南风,1,0,44,55
长治,03,17,东南风,1,0,50,57
长治,04,16,南风,2,0,58,54
长治,05,,,,,,
晋城,06,14,北风,1,0,78,73
晋城,07,15,东北风,1,0,74,65
晋城,08,17,北风,1,0,57,66
晋城,09,20,西北风,1,0,48,54
晋城,10,23,西风,3,0,39,45
晋城,11,25,西北风,4,0,31,39
晋城,12,26,西北风,3,0,27,34
晋城,13,27,西北风,3,0,22,34
晋城,14,27,西北风,3,0,23,35
晋城,15,28,西北风,3,0,22,37
晋城,16,27,西风,4,0,23,39
晋城,17,27,西风,4,0,24,41
晋城,18,26,西北风,3,0,24,42
晋城,19,25,西风,3,0,27,43
晋城,20,24,西风,2,0,30,45
晋城,21,22,西风,2,0,36,57
晋城,22,21,西风,2,0,40,55
晋城,23,20,东北风,1,0,48,53
晋城,00,19,北风,1,0,54,67
晋城,01,18,东北风,1,0,57,74
晋城,02,17,东北风,1,0,59,72
晋城,03,16,北风,1,0,64,75
晋城,04,16,北风,1,0,66,80
晋城,05,,,,,,
临汾,06,15,南风,1,0,75,40
临汾,07,16,南风,1,0,76,45
临汾,08,18,西风,1,0,67,50
临汾,09,20,东北风,1,0,54,51
临汾,10,22,西北风,2,0,54,55
临汾,11,24,西风,2,0,49,58
临汾,12,26,南风,2,0,42,60
临汾,13,28,西南风,2,0,33,55
临汾,14,29,西南风,2,0,30,46
临汾,15,31,西北风,3,0,21,44
临汾,16,31,西北风,2,0,19,35
临汾,17,31,西北风,2,0,19,35
临汾,18,30,西北风,2,0,21,36
临汾,19,27,西风,1,0,28,30
临汾,20,25,西北风,1,0,36,52
临汾,21,23,南风,2,0,43,63
临汾,22,22,南风,2,0,48,61
临汾,23,21,东南风,2,0,49,59
临汾,00,20,西风,1,0,53,58
临汾,01,19,北风,1,0,63,60
临汾,02,19,西北风,1,0,62,55
临汾,03,18,北风,1,0,63,54
临汾,04,18,东北风,1,0,62,47
临汾,05,,,,,,
运城,06,13,南风,1,0,89,59
运城,07,15,东风,1,0,92,64
运城,08,19,东北风,1,0,66,67
运城,09,23,西南风,1,0,55,70
运城,10,25,西南风,2,0,48,66
运城,11,27,西风,2,0,44,59
运城,12,28,西南风,2,0,38,53
运城,13,29,西风,2,0,37,49
运城,14,30,西南风,3,0,27,40
运城,15,31,西风,2,0,22,36
运城,16,31,西风,3,0,25,35
运城,17,30,西风,2,0,26,36
运城,18,29,西风,2,0,29,33
运城,19,27,西风,2,0,33,37
运城,20,23,西风,1,0,52,47
运城,21,21,东风,2,0,60,53
运城,22,19,东北风,1,0,72,60
运城,23,18,东北风,1,0,77,60
运城,00,17,西风,1,0,75,63
运城,01,17,东风,2,0,82,71
运城,02,16,东风,1,0,83,64
运城,03,16,西北风,1,0,82,59
运城,04,15,东风,2,0,80,56
运城,05,,,,,,
朔州,06,7,北风,1,0,87,44
朔州,07,9,西北风,1,0,87,53
朔州,08,13,北风,1,0,62,61
朔州,09,14,南风,1,0.0,60,56
朔州,10,18,北风,2,0,36,52
朔州,11,19,北风,3,0,31,26
朔州,12,20,北风,3,0,31,27
朔州,13,21,北风,3,0,29,28
朔州,14,21,西北风,3,0,27,29
朔州,15,22,西北风,3,0,26,29
朔州,16,22,北风,2,0,26,29
朔州,17,22,西北风,3,0,25,29
朔州,18,21,北风,2,0,27,29
朔州,19,18,西北风,2,0,35,26
朔州,20,15,北风,2,0,46,32
朔州,21,14,北风,1,0,48,48
朔州,22,12,西北风,1,0,59,52
朔州,23,11,北风,1,0,65,56
朔州,00,10,西北风,1,0,70,58
朔州,01,9,西北风,1,0,74,60
朔州,02,9,西风,1,0,78,57
朔州,03,8,西北风,1,0,80,62
朔州,04,8,西北风,1,0,83,64
朔州,05,,,,,,
忻州,06,9,东南风,1,0,90,25
忻州,07,11,西风,1,0,86,22
忻州,08,16,东南风,1,0,64,28
忻州,09,19,东北风,1,0,47,35
忻州,10,20,北风,2,0,39,35
忻州,11,21,东北风,2,0,34,25
忻州,12,22,东风,2,0,33,28
忻州,13,22,东北风,2,0,32,30
忻州,14,23,东南风,2,0,33,32
忻州,15,24,北风,2,0,29,34
忻州,16,24,东风,2,0,32,35
忻州,17,24,东北风,2,0,30,35
忻州,18,23,东北风,2,0,34,32
忻州,19,20,东北风,2,0,44,27
忻州,20,15,西风,1,0,73,25
忻州,21,14,东北风,1,0,76,35
忻州,22,13,西北风,1,0,78,43
忻州,23,13,西南风,2,0,65,44
忻州,00,12,西南风,2,0,68,44
忻州,01,11,西风,2,0,76,40
忻州,02,9,西南风,1,0,82,30
忻州,03,10,西风,2,0,74,28
忻州,04,8,西风,1,0,88,27
忻州,05,,,,,,
吕梁,06,11,北风,1,0,97,
吕梁,07,12,东北风,2,0,85,
吕梁,08,13,北风,1,0,77,
吕梁,09,15,北风,1,0,69,
吕梁,10,17,西风,1,0,62,
吕梁,11,20,南风,1,0,54,
吕梁,12,22,西南风,2,0,48,
吕梁,13,23,西北风,3,0,36,
吕梁,14,24,西北风,3,0,36,
吕梁,15,24,西北风,3,0,37,
吕梁,16,25,北风,2,0,37,
吕梁,17,25,西北风,2,0,38,
吕梁,18,25,西北风,2,0,40,
吕梁,19,22,东北风,1,0,51,
吕梁,20,19,北风,1,0,62,
吕梁,21,18,北风,1,0,66,
吕梁,22,17,北风,2,0,71,
吕梁,23,17,东北风,2,0,68,
吕梁,00,16,东北风,2,0,73,
吕梁,01,15,东北风,2,0,77,
吕梁,02,14,北风,1,0,83,
吕梁,03,13,北风,1,0,89,
吕梁,04,13,北风,2,0,92,
吕梁,05,,,,,,
西安,06,18,东南风,1,0.0,97,60
西安,07,20,东南风,1,0.0,72,55
西安,08,21,西北风,1,0.0,70,54
西安,09,24,西南风,2,0.0,62,59
西安,10,24,西北风,2,0.0,61,61
西安,11,27,东南风,2,0.0,52,57
西安,12,28,南风,2,0.0,50,55
西安,13,30,西风,2,0.0,44,51
西安,14,30,东南风,1,0.0,39,49
西安,15,32,北风,1,0.0,25,48
西安,16,32,西风,2,0.0,24,50
西安,17,31,南风,2,0.0,33,50
西安,18,29,西南风,1,0.0,33,48
西安,19,25,南风,1,0.0,46,50
西安,20,24,西北风,1,0.0,58,54
西安,21,22,西风,0,0.0,68,65
西安,22,22,东南风,1,0.0,72,71
西安,23,24,南风,1,0.0,55,66
西安,00,22,北风,0,0.0,70,66
西安,01,20,北风,0,0.0,74,64
西安,02,19,北风,0,0.0,85,65
西安,03,19,东南风,1,0.0,82,61
西安,04,19,东风,1,0.0,71,58
西安,05,,,,,,
咸阳,06,18,北风,1,0,83,
咸阳,07,18,东北风,1,0,83,
咸阳,08,20,西北风,1,0,76,
咸阳,09,23,东南风,1,0,64,
咸阳,10,24,西南风,2,0,57,
咸阳,11,26,南风,2,0,49,
咸阳,12,28,西风,2,0,44,
咸阳,13,29,西南风,2,0,36,
咸阳,14,31,西南风,2,0,28,
咸阳,15,31,南风,2,0,30,
咸阳,16,31,南风,2,0,29,
咸阳,17,31,西南风,1,0,27,
咸阳,18,30,东风,1,0,32,
咸阳,19,28,东风,1,0,38,
咸阳,20,26,东风,1,0,46,
咸阳,21,24,北风,1,0,56,
咸阳,22,22,东北风,1,0,60,
咸阳,23,22,北风,2,0,61,
咸阳,00,21,北风,1,0,62,
咸阳,01,20,东北风,2,0,67,
咸阳,02,19,东北风,1,0,68,
咸阳,03,18,北风,1,0,68,
咸阳,04,18,北风,1,0,69,
咸阳,05,,,,,,
延安,06,10,南风,1,0,94,
延安,07,10,南风,1,0,93,
延安,08,12,东南风,1,0,87,
延安,09,15,西南风,1,0,76,
延安,10,19,西南风,2,0,59,
延安,11,22,西南风,2,0,40,
延安,12,24,东南风,2,0,38,
延安,13,26,东南风,2,0,28,
延安,14,27,东北风,2,0,26,
延安,15,28,东北风,1,0,26,
延安,16,29,西风,2,0,21,
延安,17,28,西风,2,0,24,
延安,18,25,东风,1,0,40,
延安,19,21,东南风,2,0,58,
延安,20,18,东南风,2,0,67,
延安,21,16,东南风,1,0,72,
延安,22,14,东南风,2,0,80,
延安,23,13,东南风,2,0,86,
延安,00,12,南风,2,0,89,
延安,01,12,东南风,2,0,90,
延安,02,11,东南风,2,0,92,
延安,03,10,东南风,2,0,93,
延安,04,10,东南风,2,0,93,
延安,05,,,,,,
榆林,06,11,西北风,1,0,85,57
榆林,07,10,西北风,2,0,88,59
榆林,08,12,西北风,1,0,80,58
榆林,09,15,西北风,1,0,64,61
榆林,10,18,西北风,2,0,58,58
榆林,11,21,西北风,3,0,41,49
榆林,12,23,西北风,3,0,36,46
榆林,13,24,北风,3,0,30,41
榆林,14,25,北风,3,0,27,34
榆林,15,25,北风,3,0,26,35
榆林,16,26,北风,3,0,23,42
榆林,17,26,北风,3,0,22,38
榆林,18,25,北风,3,0,21,35
榆林,19,23,北风,2,0,28,29
榆林,20,21,北风,2,0,33,36
榆林,21,20,北风,1,0,33,46
榆林,22,18,东风,2,0,36,52
榆林,23,17,东风,1,0,37,56
榆林,00,16,北风,1,0,43,55
榆林,01,15,西风,1,0,59,56
榆林,02,14,西北风,1,0,62,59
榆林,03,14,东南风,1,0,59,64
榆林,04,12,北风,1,0,74,62
榆林,05,,,,,,
渭南,06,17,西南风,2,0,74,54
渭南,07,18,西南风,2,0,69,57
渭南,08,20,西北风,1,0,66,59
渭南,09,22,西北风,2,0,59,63
渭南,10,23,西北风,2,0,56,71
渭南,11,25,西风,2,0,52,64
渭南,12,26,北风,2,0,47,59
渭南,13,27,西北风,2,0,42,56
渭南,14,28,北风,2,0,36,55
渭南,15,29,东北风,2,0,35,47
渭南,16,29,北风,2,0,29,50
渭南,17,29,北风,1,0,29,53
渭南,18,28,东北风,1,0,33,49
渭南,19,24,东风,2,0,48,48
渭南,20,22,东南风,2,0,57,54
渭南,21,21,东南风,2,0,58,65
渭南,22,21,南风,2,0,55,54
渭南,23,21,南风,2,0,50,49
渭南,00,21,南风,2,0,49,54
渭南,01,21,南风,2,0,48,53
渭南,02,20,南风,2,0,52,46
渭南,03,18,西风,1,0,65,50
渭南,04,19,南风,2,0,54,55
渭南,05,,,,,,
商洛,06,14,西北风,1,0,93,26
商洛,07,14,北风,1,0,93,32
商洛,08,16,北风,1,0,82,36
商洛,09,18,西北风,1,0,69,38
商洛,10,21,西风,1,0,57,39
商洛,11,24,西风,1,0,46,46
商洛,12,27,西南风,1,0,32,37
商洛,13,28,北风,2,0,30,39
商洛,14,29,西南风,2,0,28,39
商洛,15,30,西风,3,0,24,37
商洛,16,30,西北风,3,0,25,37
商洛,17,30,西北风,3,0,26,51
商洛,18,28,西北风,3,0,34,39
商洛,19,26,西北风,1,0,40,54
商洛,20,22,西风,2,0,50,64
商洛,21,20,西风,2,0,57,52
商洛,22,19,西风,2,0,63,38
商洛,23,18,西风,1,0,66,38
商洛,00,17,西风,1,0,70,36
商洛,01,16,西风,2,0,72,36
商洛,02,15,西风,2,0,75,31
商洛,03,14,西风,2,0,82,28
商洛,04,14,西风,1,0,84,30
商洛,05,,,,,,
安康,06,19,东南风,1,0,85,18
安康,07,19,东南风,1,0,84,20
安康,08,20,北风,1,0,78,20
安康,09,22,东北风,1,0,75,28
安康,10,24,北风,1,0,66,40
安康,11,26,东风,2,0,57,36
安康,12,27,东风,2,0,50,36
安康,13,29,西北风,2,0,42,33
安康,14,30,北风,2,0,39,38
安康,15,32,西北风,2,0,32,43
安康,16,33,北风,2,0,18,39
安康,17,32,北风,1,0,23,37
安康,18,31,北风,1,0,29,34
安康,19,29,东北风,1,0,44,55
安康,20,27,东风,1,0,56,63
安康,21,25,东北风,1,0,60,63
安康,22,24,东北风,1,0,63,59
安康,23,23,东北风,2,0,65,45
安康,00,22,东北风,1,0,69,48
安康,01,21,东北风,1,0,76,42
安康,02,20,东风,1,0,78,38
安康,03,19,东北风,2,0,83,28
安康,04,19,东风,2,0,83,24
安康,05,,,,,,
汉中,06,19,东风,1,0,96,36
汉中,07,19,东风,1,0,86,36
汉中,08,20,东北风,1,0,81,38
汉中,09,22,东风,1,0,74,48
汉中,10,24,东北风,1,0,65,34
汉中,11,24,南风,2,0,69,50
汉中,12,26,东北风,2,0,63,49
汉中,13,28,东南风,2,0,58,45
汉中,14,28,东北风,2,0,48,35
汉中,15,29,东南风,2,0,43,37
汉中,16,30,北风,1,0,41,39
汉中,17,30,东风,2,0,41,41
汉中,18,29,东北风,2,0,42,41
汉中,19,29,东北风,1,0,42,38
汉中,20,28,东风,1,0,42,46
汉中,21,26,东风,1,0,57,55
汉中,22,25,东南风,1,0,74,55
汉中,23,24,东风,1,0,65,57
汉中,00,24,西风,1,0,67,58
汉中,01,23,南风,1,0,86,43
汉中,02,22,东风,1,0,90,51
汉中,03,22,东北风,1,0,82,55
汉中,04,21,西北风,1,0,82,41
汉中,05,,,,,,
宝鸡,06,17,西北风,1,0,74,31
宝鸡,07,17,西北风,1,0,76,30
宝鸡,08,18,西北风,2,0,73,28
宝鸡,09,20,西北风,2,0,64,32
宝鸡,10,22,西北风,1,0,53,35
宝鸡,11,25,西南风,1,0,46,34
宝鸡,12,27,东风,1,0,41,35
宝鸡,13,28,西风,1,0,42,39
宝鸡,14,28,东南风,2,0,36,43
宝鸡,15,29,南风,1,0,36,44
宝鸡,16,29,东南风,1,0,38,45
宝鸡,17,28,西南风,1,0,46,46
宝鸡,18,27,西风,1,0,54,47
宝鸡,19,25,西南风,2,0,60,51
宝鸡,20,24,西风,1,0,62,52
宝鸡,21,23,西风,1,0,66,51
宝鸡,22,22,西北风,1,0,69,51
宝鸡,23,21,西北风,2,0,72,51
宝鸡,00,20,西北风,2,0,74,46
宝鸡,01,20,西北风,1,0,75,38
宝鸡,02,19,西北风,2,0,76,41
宝鸡,03,19,西北风,2,0,77,36
宝鸡,04,18,西北风,2,0,77,38
宝鸡,05,,,,,,
铜川,06,15,北风,2,0,77,24
铜川,07,15,北风,2,0,74,22
铜川,08,18,北风,2,0,64,26
铜川,09,21,东北风,1,0,57,31
铜川,10,24,西北风,1,0,48,41
铜川,11,26,西南风,2,0,41,35
铜川,12,27,南风,3,0,40,40
铜川,13,28,南风,2,0,36,41
铜川,14,28,南风,2,0,35,46
铜川,15,28,南风,2,0,38,50
铜川,16,28,南风,3,0,39,68
铜川,17,28,南风,3,0,39,78
铜川,18,27,东南风,2,0,41,82
铜川,19,25,东南风,2,0,46,60
铜川,20,23,东北风,1,0,54,60
铜川,21,21,西风,1,0,65,66
铜川,22,20,北风,2,0,71,81
铜川,23,18,北风,2,0,78,62
铜川,00,17,北风,2,0,80,49
铜川,01,17,北风,2,0,78,43
铜川,02,16,北风,2,0,82,46
铜川,03,16,北风,2,0,81,42
铜川,04,15,北风,2,0,82,38
铜川,05,,,,,,
杨凌,06,15,西北风,1,0,95,
杨凌,07,15,西北风,1,0,96,
杨凌,08,18,西北风,2,0,79,
杨凌,09,20,西北风,2,0,69,
杨凌,10,23,西风,2,0,61,
杨凌,11,25,北风,2,0,54,
杨凌,12,27,北风,2,0,49,
杨凌,13,28,北风,1,0,48,
杨凌,14,30,东风,1,0,32,
杨凌,15,30,东南风,1,0,32,
杨凌,16,30,东北风,1,0,36,
杨凌,17,29,南风,2,0,32,
杨凌,18,28,南风,2,0,37,
杨凌,19,25,东风,1,0,61,
杨凌,20,21,东北风,1,0,80,
杨凌,21,20,西北风,1,0,87,
杨凌,22,19,西北风,1,0,89,
杨凌,23,19,西北风,1,0,90,
杨凌,00,19,西北风,2,0,87,
杨凌,01,17,西北风,1,0,93,
杨凌,02,17,西北风,1,0,94,
杨凌,03,17,西北风,1,0,96,
杨凌,04,17,北风,1,0,96,
杨凌,05,,,,,,
济南,06,18,西风,2,0,66,56
济南,07,18,西南风,1,0,70,62
济南,08,21,西北风,1,0,53,61
济南,09,23,西北风,2,0,44,59
济南,10,24,西北风,2,0,36,44
济南,11,24,西北风,3,0,42,36
济南,12,25,西风,3,0,39,35
济南,13,25,西北风,3,0,35,37
济南,14,26,西北风,3,0,35,34
济南,15,26,西北风,4,0,34,41
济南,16,26,西北风,3,0,35,35
济南,17,26,西北风,3,0,35,35
济南,18,25,西北风,3,0,38,34
济南,19,23,西风,2,0,41,33
济南,20,22,东南风,1,0,49,35
济南,21,20,东南风,2,0,57,43
济南,22,19,东南风,2,0,59,54
济南,23,18,东南风,2,0,61,57
济南,00,19,东南风,1,0,54,54
济南,01,20,东南风,2,0,53,48
济南,02,19,东南风,2,0,56,46
济南,03,19,东南风,2,0,55,45
济南,04,19,东南风,2,0,56,48
济南,05,,,,,,
青岛,06,21,西风,4,0,75,55
青岛,07,21,西北风,4,0,69,60
青岛,08,22,西北风,3,0,67,60
青岛,09,23,西风,4,0,63,63
青岛,10,25,西北风,3,0,63,62
青岛,11,26,西北风,3,0,59,60
青岛,12,26,西北风,3,0,50,56
青岛,13,27,西北风,4,0,44,52
青岛,14,28,西风,3,0,42,42
青岛,15,27,西北风,4,0,38,39
青岛,16,24,北风,4,0,48,40
青岛,17,23,北风,3,0,48,65
青岛,18,23,西北风,3,0,48,37
青岛,19,23,西北风,3,0,46,34
青岛,20,22,西北风,3,0,48,33
青岛,21,22,西北风,2,0,50,34
青岛,22,21,西北风,2,0,55,37
青岛,23,21,西南风,1,0,56,37
青岛,00,22,南风,2,0,56,39
青岛,01,22,西南风,2,0,61,43
青岛,02,22,西南风,2,0,64,47
青岛,03,22,西南风,2,0,65,40
青岛,04,22,西南风,2,0,65,42
青岛,05,,,,,,
淄博,06,18,西南风,1,0,73,58
淄博,07,20,西风,2,0,61,62
淄博,08,22,西风,2,0,57,55
淄博,09,23,西风,2,0,52,48
淄博,10,24,西风,2,0,48,48
淄博,11,25,西风,3,0,45,43
淄博,12,26,西风,3,0,40,39
淄博,13,26,西风,3,0,37,36
淄博,14,27,西风,3,0,37,40
淄博,15,27,西北风,3,0,39,36
淄博,16,26,西风,2,0,42,36
淄博,17,26,西北风,2,0,42,36
淄博,18,25,西风,2,0,46,35
淄博,19,23,西风,1,0,52,34
淄博,20,19,西南风,1,0,77,41
淄博,21,18,西南风,1,0,83,44
淄博,22,17,南风,1,0,82,54
淄博,23,17,南风,1,0,85,64
淄博,00,17,南风,1,0,83,62
淄博,01,17,南风,1,0,81,58
淄博,02,17,南风,1,0,81,57
淄博,03,16,南风,1,0,82,55
淄博,04,16,南风,1,0,81,54
淄博,05,,,,,,
德州,06,15,西风,1,0,89,33
德州,07,17,西北风,2,0,83,47
德州,08,20,西北风,2,0,69,43
德州,09,23,西北风,2,0,57,30
德州,10,24,西北风,2,0,47,22
德州,11,25,北风,2,0,44,26
德州,12,26,西北风,3,0,40,30
德州,13,27,西北风,3,0,38,31
德州,14,27,西北风,3,0,37,32
德州,15,27,西北风,3,0,35,33
德州,16,27,西北风,3,0,37,34
德州,17,27,西北风,2,0,39,34
德州,18,26,西风,1,0,44,32
德州,19,22,西风,1,0,66,30
德州,20,19,北风,0,0,76,42
德州,21,19,北风,0,0,88,41
德州,22,18,西南风,1,0,86,48
德州,23,17,西南风,1,0,85,35
德州,00,17,西南风,1,0,85,31
德州,01,16,西南风,1,0,88,37
德州,02,16,南风,1,0,92,40
德州,03,15,东南风,1,0,94,47
德州,04,14,北风,0,0,95,40
德州,05,,,,,,
烟台,06,22,西北风,3,0,70,41
烟台,07,23,北风,4,0,67,46
烟台,08,24,北风,4,0,66,50
烟台,09,24,西北风,3,0,64,46
烟台,10,25,北风,3,0,58,43
烟台,11,26,西北风,3,0,60,39
烟台,12,26,西北风,3,0,57,31
烟台,13,25,西北风,3,0,64,38
烟台,14,21,西北风,2,2.7,82,34
烟台,15,18,西风,3,9,73,32
烟台,16,16,西风,3,1.1,81,35
烟台,17,16,西风,2,0.4,81,25
烟台,18,16,西风,2,0,79,24
烟台,19,16,西南风,2,0.2,84,22
烟台,20,16,西南风,2,0,82,20
烟台,21,17,西南风,2,0,75,19
烟台,22,18,西南风,3,0,71,22
烟台,23,18,西风,3,0,65,25
烟台,00,18,西南风,2,0,67,25
烟台,01,18,西南风,2,0,67,26
烟台,02,17,西南风,3,0,71,24
烟台,03,17,西南风,4,0,73,22
烟台,04,17,西南风,3,0,75,21
烟台,05,,,,,,
潍坊,06,19,西风,2,0,64,63
潍坊,07,20,西风,3,0,63,64
潍坊,08,21,西风,3,0,60,63
潍坊,09,23,西风,3,0,54,66
潍坊,10,24,西风,3,0,52,64
潍坊,11,26,西风,3,0,45,63
潍坊,12,27,西风,3,0,34,60
潍坊,13,28,西风,3,0,31,55
潍坊,14,28,西北风,4,0,32,52
潍坊,15,24,西北风,2,0,40,56
潍坊,16,25,西北风,2,0,36,55
潍坊,17,22,西北风,3,0,54,31
潍坊,18,22,西北风,2,0.2,56,34
潍坊,19,22,西风,1,0,55,26
潍坊,20,21,西南风,1,0,59,36
潍坊,21,20,西风,1,0,61,55
潍坊,22,21,南风,1,0,64,57
潍坊,23,20,西风,1,0,65,56
潍坊,00,19,南风,1,0,70,53
潍坊,01,19,北风,0,0,73,53
潍坊,02,18,南风,1,0,74,47
潍坊,03,18,东南风,1,0,72,44
潍坊,04,17,南风,1,0,74,39
潍坊,05,,,,,,
济宁,06,20,西北风,1,0,71,49
济宁,07,20,西风,2,0,65,50
济宁,08,22,西北风,2,0,58,52
济宁,09,24,西北风,2,0,56,52
济宁,10,26,西北风,2,0,46,44
济宁,11,27,西北风,2,0,37,42
济宁,12,29,西北风,2,0,37,33
济宁,13,29,西北风,3,0,33,36
济宁,14,29,西北风,2,0,33,38
济宁,15,29,西北风,2,0,34,41
济宁,16,29,西北风,2,0,34,42
济宁,17,29,西北风,2,0,34,45
济宁,18,27,西北风,2,0,36,42
济宁,19,25,西北风,1,0,51,38
济宁,20,23,西风,1,0,53,39
济宁,21,22,西北风,1,0,63,39
济宁,22,21,北风,0,0,68,42
济宁,23,20,东风,1,0,71,42
济宁,00,19,北风,1,0,77,50
济宁,01,21,东南风,1,0,59,61
济宁,02,20,东南风,1,0,64,65
济宁,03,21,东南风,1,0,54,43
济宁,04,21,东南风,1,0,51,39
济宁,05,,,,,,
泰安,06,18,西南风,2,0,70,42
泰安,07,21,东南风,1,0,57,42
泰安,08,22,南风,2,0,58,58
泰安,09,24,南风,2,0,47,64
泰安,10,26,西风,3,0,33,60
泰安,11,27,西风,3,0,30,38
泰安,12,27,西风,3,0,28,29
泰安,13,27,西风,3,0,33,32
泰安,14,27,西北风,4,0,29,33
泰安,15,27,西风,3,0,31,42
泰安,16,27,西北风,3,0,32,37
泰安,17,27,西北风,3,0,32,35
泰安,18,26,西风,2,0,36,34
泰安,19,25,西北风,2,0,37,32
泰安,20,22,西风,1,0,47,27
泰安,21,20,东风,1,0,67,30
泰安,22,18,北风,0,0,77,34
泰安,23,17,北风,0,0,86,44
泰安,00,16,南风,1,0,90,38
泰安,01,16,东风,1,0,91,33
泰安,02,15,东风,1,0,90,60
泰安,03,15,东南风,1,0,93,71
泰安,04,14,东风,1,0,93,69
泰安,05,,,,,,
